,value,split,value_feature
9403,44,0,45 51 71 67 67 82 75 79 53 54
9404,70,0,51 71 67 67 82 75 79 53 54 44
9405,63,0,71 67 67 82 75 79 53 54 44 70
9406,64,0,67 67 82 75 79 53 54 44 70 63
9407,51,0,67 82 75 79 53 54 44 70 63 64
9408,59,0,82 75 79 53 54 44 70 63 64 51
9409,79,0,75 79 53 54 44 70 63 64 51 59
9410,63,0,79 53 54 44 70 63 64 51 59 79
9411,72,0,53 54 44 70 63 64 51 59 79 63
9412,82,0,54 44 70 63 64 51 59 79 63 72
9413,69,0,44 70 63 64 51 59 79 63 72 82
9414,88,0,70 63 64 51 59 79 63 72 82 69
9415,79,0,63 64 51 59 79 63 72 82 69 88
9416,83,0,64 51 59 79 63 72 82 69 88 79
9417,61,0,51 59 79 63 72 82 69 88 79 83
9418,65,0,59 79 63 72 82 69 88 79 83 61
9419,72,0,79 63 72 82 69 88 79 83 61 65
9420,65,0,63 72 82 69 88 79 83 61 65 72
9421,45,0,72 82 69 88 79 83 61 65 72 65
9422,66,0,82 69 88 79 83 61 65 72 65 45
9423,84,0,69 88 79 83 61 65 72 65 45 66
9424,82,0,88 79 83 61 65 72 65 45 66 84
9425,72,0,79 83 61 65 72 65 45 66 84 82
9426,82,0,83 61 65 72 65 45 66 84 82 72
9427,65,0,61 65 72 65 45 66 84 82 72 82
9428,88,0,65 72 65 45 66 84 82 72 82 65
9429,49,0,72 65 45 66 84 82 72 82 65 88
9430,67,0,65 45 66 84 82 72 82 65 88 49
9431,153,0,45 66 84 82 72 82 65 88 49 67
9432,112,0,66 84 82 72 82 65 88 49 67 153
9433,125,0,84 82 72 82 65 88 49 67 153 112
9434,113,0,82 72 82 65 88 49 67 153 112 125
9435,107,0,72 82 65 88 49 67 153 112 125 113
9436,110,0,82 65 88 49 67 153 112 125 113 107
9437,93,0,65 88 49 67 153 112 125 113 107 110
9438,68,0,88 49 67 153 112 125 113 107 110 93
9439,92,0,49 67 153 112 125 113 107 110 93 68
9440,105,0,67 153 112 125 113 107 110 93 68 92
9441,135,0,153 112 125 113 107 110 93 68 92 105
9442,140,0,112 125 113 107 110 93 68 92 105 135
9443,149,0,125 113 107 110 93 68 92 105 135 140
9444,119,0,113 107 110 93 68 92 105 135 140 149
9445,98,0,107 110 93 68 92 105 135 140 149 119
9446,102,0,110 93 68 92 105 135 140 149 119 98
9447,86,0,93 68 92 105 135 140 149 119 98 102
9448,92,0,68 92 105 135 140 149 119 98 102 86
9449,104,0,92 105 135 140 149 119 98 102 86 92
9450,95,0,105 135 140 149 119 98 102 86 92 104
9451,126,0,135 140 149 119 98 102 86 92 104 95
9452,127,0,140 149 119 98 102 86 92 104 95 126
9453,110,0,149 119 98 102 86 92 104 95 126 127
9454,147,0,119 98 102 86 92 104 95 126 127 110
9455,154,0,98 102 86 92 104 95 126 127 110 147
9456,127,0,102 86 92 104 95 126 127 110 147 154
9457,103,0,86 92 104 95 126 127 110 147 154 127
9458,116,0,92 104 95 126 127 110 147 154 127 103
9459,107,0,104 95 126 127 110 147 154 127 103 116
9460,171,0,95 126 127 110 147 154 127 103 116 107
9461,149,0,126 127 110 147 154 127 103 116 107 171
9462,111,0,127 110 147 154 127 103 116 107 171 149
9463,79,0,110 147 154 127 103 116 107 171 149 111
9464,108,0,147 154 127 103 116 107 171 149 111 79
9465,106,0,154 127 103 116 107 171 149 111 79 108
9466,81,0,127 103 116 107 171 149 111 79 108 106
9467,89,0,103 116 107 171 149 111 79 108 106 81
9468,78,0,116 107 171 149 111 79 108 106 81 89
9469,85,0,107 171 149 111 79 108 106 81 89 78
9470,84,0,171 149 111 79 108 106 81 89 78 85
9471,136,0,149 111 79 108 106 81 89 78 85 84
9472,111,0,111 79 108 106 81 89 78 85 84 136
9473,94,0,79 108 106 81 89 78 85 84 136 111
9474,92,0,108 106 81 89 78 85 84 136 111 94
9475,85,0,106 81 89 78 85 84 136 111 94 92
9476,96,0,81 89 78 85 84 136 111 94 92 85
9477,79,0,89 78 85 84 136 111 94 92 85 96
9478,105,0,78 85 84 136 111 94 92 85 96 79
9479,88,0,85 84 136 111 94 92 85 96 79 105
9480,90,0,84 136 111 94 92 85 96 79 105 88
9481,85,0,136 111 94 92 85 96 79 105 88 90
9482,99,0,111 94 92 85 96 79 105 88 90 85
9483,109,0,94 92 85 96 79 105 88 90 85 99
9484,100,0,92 85 96 79 105 88 90 85 99 109
9485,113,0,85 96 79 105 88 90 85 99 109 100
9486,84,0,96 79 105 88 90 85 99 109 100 113
9487,74,0,79 105 88 90 85 99 109 100 113 84
9488,77,0,105 88 90 85 99 109 100 113 84 74
9489,110,0,88 90 85 99 109 100 113 84 74 77
9490,80,0,90 85 99 109 100 113 84 74 77 110
9491,140,0,85 99 109 100 113 84 74 77 110 80
9492,117,0,99 109 100 113 84 74 77 110 80 140
9493,112,0,109 100 113 84 74 77 110 80 140 117
9494,125,0,100 113 84 74 77 110 80 140 117 112
9495,83,0,113 84 74 77 110 80 140 117 112 125
9496,99,0,84 74 77 110 80 140 117 112 125 83
9497,83,0,74 77 110 80 140 117 112 125 83 99
9498,82,1,77 110 80 140 117 112 125 83 99 83
9499,113,1,110 80 140 117 112 125 83 99 83 82
9500,97,1,80 140 117 112 125 83 99 83 82 113
9501,103,1,140 117 112 125 83 99 83 82 113 97
9502,117,1,117 112 125 83 99 83 82 113 97 103
9503,91,1,112 125 83 99 83 82 113 97 103 117
9504,106,1,125 83 99 83 82 113 97 103 117 91
9505,94,1,83 99 83 82 113 97 103 117 91 106
9506,96,1,99 83 82 113 97 103 117 91 106 94
9507,95,1,83 82 113 97 103 117 91 106 94 96
9508,82,1,82 113 97 103 117 91 106 94 96 95
9509,78,1,113 97 103 117 91 106 94 96 95 82
9510,84,1,97 103 117 91 106 94 96 95 82 78
9511,74,1,103 117 91 106 94 96 95 82 78 84
9512,81,1,117 91 106 94 96 95 82 78 84 74
9513,82,1,91 106 94 96 95 82 78 84 74 81
9514,79,1,106 94 96 95 82 78 84 74 81 82
9515,72,1,94 96 95 82 78 84 74 81 82 79
9516,75,1,96 95 82 78 84 74 81 82 79 72
9517,100,1,95 82 78 84 74 81 82 79 72 75
9518,98,1,82 78 84 74 81 82 79 72 75 100
9519,81,1,78 84 74 81 82 79 72 75 100 98
9520,80,1,84 74 81 82 79 72 75 100 98 81
9521,75,1,74 81 82 79 72 75 100 98 81 80
9522,100,1,81 82 79 72 75 100 98 81 80 75
9523,88,1,82 79 72 75 100 98 81 80 75 100
9524,72,1,79 72 75 100 98 81 80 75 100 88
9525,65,1,72 75 100 98 81 80 75 100 88 72
9526,77,1,75 100 98 81 80 75 100 88 72 65
9527,101,1,100 98 81 80 75 100 88 72 65 77
9528,81,1,98 81 80 75 100 88 72 65 77 101
9529,76,1,81 80 75 100 88 72 65 77 101 81
9530,83,1,80 75 100 88 72 65 77 101 81 76
9531,85,1,75 100 88 72 65 77 101 81 76 83
9532,63,1,100 88 72 65 77 101 81 76 83 85
9533,74,1,88 72 65 77 101 81 76 83 85 63
9534,57,1,72 65 77 101 81 76 83 85 63 74
9535,61,1,65 77 101 81 76 83 85 63 74 57
9536,85,1,77 101 81 76 83 85 63 74 57 61
9537,100,1,101 81 76 83 85 63 74 57 61 85
9538,62,1,81 76 83 85 63 74 57 61 85 100
9539,69,1,76 83 85 63 74 57 61 85 100 62
9540,90,1,83 85 63 74 57 61 85 100 62 69
9541,64,1,85 63 74 57 61 85 100 62 69 90
9542,69,1,63 74 57 61 85 100 62 69 90 64
9543,75,1,74 57 61 85 100 62 69 90 64 69
9544,89,1,57 61 85 100 62 69 90 64 69 75
9545,101,1,61 85 100 62 69 90 64 69 75 89
9546,91,1,85 100 62 69 90 64 69 75 89 101
9547,62,1,100 62 69 90 64 69 75 89 101 91
9548,57,1,62 69 90 64 69 75 89 101 91 62
9549,56,1,69 90 64 69 75 89 101 91 62 57
9550,50,1,90 64 69 75 89 101 91 62 57 56
9551,61,1,64 69 75 89 101 91 62 57 56 50
9552,84,1,69 75 89 101 91 62 57 56 50 61
9553,69,1,75 89 101 91 62 57 56 50 61 84
9554,40,1,89 101 91 62 57 56 50 61 84 69
9555,54,1,101 91 62 57 56 50 61 84 69 40
9556,56,1,91 62 57 56 50 61 84 69 40 54
9557,54,1,62 57 56 50 61 84 69 40 54 56
9558,78,1,57 56 50 61 84 69 40 54 56 54
9559,74,1,56 50 61 84 69 40 54 56 54 78
9560,64,1,50 61 84 69 40 54 56 54 78 74
9561,51,1,61 84 69 40 54 56 54 78 74 64
9562,47,1,84 69 40 54 56 54 78 74 64 51
9563,60,1,69 40 54 56 54 78 74 64 51 47
9564,50,1,40 54 56 54 78 74 64 51 47 60
9565,50,1,54 56 54 78 74 64 51 47 60 50
9566,127,1,56 54 78 74 64 51 47 60 50 50
9567,54,1,54 78 74 64 51 47 60 50 50 127
9568,63,1,78 74 64 51 47 60 50 50 127 54
9569,64,1,74 64 51 47 60 50 50 127 54 63
9570,44,1,64 51 47 60 50 50 127 54 63 64
9571,54,1,51 47 60 50 50 127 54 63 64 44
9572,51,1,47 60 50 50 127 54 63 64 44 54
9573,48,1,60 50 50 127 54 63 64 44 54 51
9574,32,1,50 50 127 54 63 64 44 54 51 48
9575,43,1,50 127 54 63 64 44 54 51 48 32
9576,43,1,127 54 63 64 44 54 51 48 32 43
9577,46,1,54 63 64 44 54 51 48 32 43 43
9578,56,1,63 64 44 54 51 48 32 43 43 46
9579,44,1,64 44 54 51 48 32 43 43 46 56
9580,36,1,44 54 51 48 32 43 43 46 56 44
9581,48,1,54 51 48 32 43 43 46 56 44 36
9582,32,1,51 48 32 43 43 46 56 44 36 48
9583,36,1,48 32 43 43 46 56 44 36 48 32
9584,34,1,32 43 43 46 56 44 36 48 32 36
9585,53,1,43 43 46 56 44 36 48 32 36 34
9586,34,1,43 46 56 44 36 48 32 36 34 53
9587,39,1,46 56 44 36 48 32 36 34 53 34
9588,48,1,56 44 36 48 32 36 34 53 34 39
9589,43,1,44 36 48 32 36 34 53 34 39 48
9590,27,1,36 48 32 36 34 53 34 39 48 43
9591,32,1,48 32 36 34 53 34 39 48 43 27
9592,34,1,32 36 34 53 34 39 48 43 27 32
9593,33,1,36 34 53 34 39 48 43 27 32 34
9594,33,1,34 53 34 39 48 43 27 32 34 33
9595,29,1,53 34 39 48 43 27 32 34 33 33
9596,41,1,34 39 48 43 27 32 34 33 33 29
9597,42,1,39 48 43 27 32 34 33 33 29 41
9598,41,1,48 43 27 32 34 33 33 29 41 42
9599,48,1,43 27 32 34 33 33 29 41 42 41
9600,63,1,27 32 34 33 33 29 41 42 41 48
9601,49,1,32 34 33 33 29 41 42 41 48 63
9602,42,1,34 33 33 29 41 42 41 48 63 49
9603,30,1,33 33 29 41 42 41 48 63 49 42
9604,44,1,33 29 41 42 41 48 63 49 42 30
9605,40,1,29 41 42 41 48 63 49 42 30 44
9606,40,1,41 42 41 48 63 49 42 30 44 40
9607,35,1,42 41 48 63 49 42 30 44 40 40
9608,30,1,41 48 63 49 42 30 44 40 40 35
9609,37,1,48 63 49 42 30 44 40 40 35 30
9610,24,1,63 49 42 30 44 40 40 35 30 37
9611,24,1,49 42 30 44 40 40 35 30 37 24
9612,23,1,42 30 44 40 40 35 30 37 24 24
9613,41,1,30 44 40 40 35 30 37 24 24 23
9614,28,1,44 40 40 35 30 37 24 24 23 41
9615,45,1,40 40 35 30 37 24 24 23 41 28
9616,35,1,40 35 30 37 24 24 23 41 28 45
9617,53,1,35 30 37 24 24 23 41 28 45 35
9618,47,1,30 37 24 24 23 41 28 45 35 53
9619,25,1,37 24 24 23 41 28 45 35 53 47
9620,40,1,24 24 23 41 28 45 35 53 47 25
9621,29,1,24 23 41 28 45 35 53 47 25 40
9622,27,1,23 41 28 45 35 53 47 25 40 29
9623,25,1,41 28 45 35 53 47 25 40 29 27
9624,43,1,28 45 35 53 47 25 40 29 27 25
9625,24,1,45 35 53 47 25 40 29 27 25 43
9626,45,1,35 53 47 25 40 29 27 25 43 24
9627,55,1,53 47 25 40 29 27 25 43 24 45
9628,46,1,47 25 40 29 27 25 43 24 45 55
9629,27,1,25 40 29 27 25 43 24 45 55 46
9630,36,1,40 29 27 25 43 24 45 55 46 27
9631,47,1,29 27 25 43 24 45 55 46 27 36
9632,35,1,27 25 43 24 45 55 46 27 36 47
9633,38,1,25 43 24 45 55 46 27 36 47 35
9634,28,1,43 24 45 55 46 27 36 47 35 38
9635,33,1,24 45 55 46 27 36 47 35 38 28
9636,45,1,45 55 46 27 36 47 35 38 28 33
9637,26,1,55 46 27 36 47 35 38 28 33 45
9638,26,1,46 27 36 47 35 38 28 33 45 26
9639,36,1,27 36 47 35 38 28 33 45 26 26
9640,44,1,36 47 35 38 28 33 45 26 26 36
9641,50,1,47 35 38 28 33 45 26 26 36 44
9642,39,1,35 38 28 33 45 26 26 36 44 50
9643,45,1,38 28 33 45 26 26 36 44 50 39
9644,23,1,28 33 45 26 26 36 44 50 39 45
9645,46,1,33 45 26 26 36 44 50 39 45 23
9646,58,1,45 26 26 36 44 50 39 45 23 46
9647,56,1,26 26 36 44 50 39 45 23 46 58
9648,31,1,26 36 44 50 39 45 23 46 58 56
9649,38,1,36 44 50 39 45 23 46 58 56 31
9650,41,1,44 50 39 45 23 46 58 56 31 38
9651,40,1,50 39 45 23 46 58 56 31 38 41
9652,35,1,39 45 23 46 58 56 31 38 41 40
9653,39,1,45 23 46 58 56 31 38 41 40 35
9654,33,1,23 46 58 56 31 38 41 40 35 39
9655,39,1,46 58 56 31 38 41 40 35 39 33
9656,35,1,58 56 31 38 41 40 35 39 33 39
9657,39,1,56 31 38 41 40 35 39 33 39 35
9658,28,1,31 38 41 40 35 39 33 39 35 39
9659,41,1,38 41 40 35 39 33 39 35 39 28
9660,36,1,41 40 35 39 33 39 35 39 28 41
9661,38,1,40 35 39 33 39 35 39 28 41 36
9662,42,1,35 39 33 39 35 39 28 41 36 38
9663,43,1,39 33 39 35 39 28 41 36 38 42
9664,53,1,33 39 35 39 28 41 36 38 42 43
9665,39,1,39 35 39 28 41 36 38 42 43 53
9666,40,1,35 39 28 41 36 38 42 43 53 39
9667,50,1,39 28 41 36 38 42 43 53 39 40
9668,52,1,28 41 36 38 42 43 53 39 40 50
9669,62,1,41 36 38 42 43 53 39 40 50 52
9670,47,1,36 38 42 43 53 39 40 50 52 62
9671,52,1,38 42 43 53 39 40 50 52 62 47
9672,71,1,42 43 53 39 40 50 52 62 47 52
9673,62,1,43 53 39 40 50 52 62 47 52 71
9674,79,1,53 39 40 50 52 62 47 52 71 62
9675,67,1,39 40 50 52 62 47 52 71 62 79
9676,49,1,40 50 52 62 47 52 71 62 79 67
9677,65,1,50 52 62 47 52 71 62 79 67 49
9678,89,1,52 62 47 52 71 62 79 67 49 65
9679,83,1,62 47 52 71 62 79 67 49 65 89
9680,79,1,47 52 71 62 79 67 49 65 89 83
9681,78,1,52 71 62 79 67 49 65 89 83 79
9682,50,1,71 62 79 67 49 65 89 83 79 78
9683,71,1,62 79 67 49 65 89 83 79 78 50
9684,83,1,79 67 49 65 89 83 79 78 50 71
9685,85,1,67 49 65 89 83 79 78 50 71 83
9686,103,1,49 65 89 83 79 78 50 71 83 85
9687,105,1,65 89 83 79 78 50 71 83 85 103
9688,103,1,89 83 79 78 50 71 83 85 103 105
9689,97,1,83 79 78 50 71 83 85 103 105 103
9690,109,1,79 78 50 71 83 85 103 105 103 97
9691,115,1,78 50 71 83 85 103 105 103 97 109
9692,105,1,50 71 83 85 103 105 103 97 109 115
9693,106,1,71 83 85 103 105 103 97 109 115 105
9694,96,1,83 85 103 105 103 97 109 115 105 106
9695,77,1,85 103 105 103 97 109 115 105 106 96
9696,84,1,103 105 103 97 109 115 105 106 96 77
9697,86,1,105 103 97 109 115 105 106 96 77 84
9698,77,1,103 97 109 115 105 106 96 77 84 86
9699,92,1,97 109 115 105 106 96 77 84 86 77
9700,82,1,109 115 105 106 96 77 84 86 77 92
9701,80,1,115 105 106 96 77 84 86 77 92 82
9702,88,1,105 106 96 77 84 86 77 92 82 80
9703,101,1,106 96 77 84 86 77 92 82 80 88
9704,62,1,96 77 84 86 77 92 82 80 88 101
9705,80,1,77 84 86 77 92 82 80 88 101 62
9706,69,1,84 86 77 92 82 80 88 101 62 80
9707,94,1,86 77 92 82 80 88 101 62 80 69
9708,104,1,77 92 82 80 88 101 62 80 69 94
9709,95,1,92 82 80 88 101 62 80 69 94 104
9710,118,1,82 80 88 101 62 80 69 94 104 95
9711,80,1,80 88 101 62 80 69 94 104 95 118
9712,102,1,88 101 62 80 69 94 104 95 118 80
9713,81,1,101 62 80 69 94 104 95 118 80 102
9714,112,1,62 80 69 94 104 95 118 80 102 81
9715,117,1,80 69 94 104 95 118 80 102 81 112
9716,98,1,69 94 104 95 118 80 102 81 112 117
9717,104,1,94 104 95 118 80 102 81 112 117 98
9718,92,1,104 95 118 80 102 81 112 117 98 104
9719,78,1,95 118 80 102 81 112 117 98 104 92
9720,76,1,118 80 102 81 112 117 98 104 92 78
9721,89,1,80 102 81 112 117 98 104 92 78 76
9722,79,1,102 81 112 117 98 104 92 78 76 89
9723,122,1,81 112 117 98 104 92 78 76 89 79
9724,104,1,112 117 98 104 92 78 76 89 79 122
9725,101,1,117 98 104 92 78 76 89 79 122 104
9726,89,1,98 104 92 78 76 89 79 122 104 101
9727,95,1,104 92 78 76 89 79 122 104 101 89
9728,151,1,92 78 76 89 79 122 104 101 89 95
9729,199,1,78 76 89 79 122 104 101 89 95 151
9730,136,1,76 89 79 122 104 101 89 95 151 199
9731,121,1,89 79 122 104 101 89 95 151 199 136
9732,142,1,79 122 104 101 89 95 151 199 136 121
9733,115,1,122 104 101 89 95 151 199 136 121 142
9734,112,1,104 101 89 95 151 199 136 121 142 115
9735,129,1,101 89 95 151 199 136 121 142 115 112
9736,127,1,89 95 151 199 136 121 142 115 112 129
9737,130,1,95 151 199 136 121 142 115 112 129 127
9738,127,1,151 199 136 121 142 115 112 129 127 130
9739,149,1,199 136 121 142 115 112 129 127 130 127
9740,122,1,136 121 142 115 112 129 127 130 127 149
9741,114,1,121 142 115 112 129 127 130 127 149 122
9742,121,1,142 115 112 129 127 130 127 149 122 114
9743,85,1,115 112 129 127 130 127 149 122 114 121
9744,92,1,112 129 127 130 127 149 122 114 121 85
9745,175,1,129 127 130 127 149 122 114 121 85 92
9746,124,1,127 130 127 149 122 114 121 85 92 175
9747,130,1,130 127 149 122 114 121 85 92 175 124
9748,91,1,127 149 122 114 121 85 92 175 124 130
9749,89,1,149 122 114 121 85 92 175 124 130 91
9750,102,1,122 114 121 85 92 175 124 130 91 89
9751,84,1,114 121 85 92 175 124 130 91 89 102
9752,100,1,121 85 92 175 124 130 91 89 102 84
9753,292,1,85 92 175 124 130 91 89 102 84 100
9754,158,1,92 175 124 130 91 89 102 84 100 292
9755,152,1,175 124 130 91 89 102 84 100 292 158
9756,111,1,124 130 91 89 102 84 100 292 158 152
9757,113,1,130 91 89 102 84 100 292 158 152 111
9758,131,1,91 89 102 84 100 292 158 152 111 113
9759,135,1,89 102 84 100 292 158 152 111 113 131
9760,166,1,102 84 100 292 158 152 111 113 131 135
9761,115,1,84 100 292 158 152 111 113 131 135 166
9762,111,1,100 292 158 152 111 113 131 135 166 115
9763,122,1,292 158 152 111 113 131 135 166 115 111
9764,73,1,158 152 111 113 131 135 166 115 111 122
9765,91,1,152 111 113 131 135 166 115 111 122 73
9766,99,1,111 113 131 135 166 115 111 122 73 91
9767,110,1,113 131 135 166 115 111 122 73 91 99
9768,121,1,131 135 166 115 111 122 73 91 99 110
9769,106,1,135 166 115 111 122 73 91 99 110 121
9770,112,1,166 115 111 122 73 91 99 110 121 106
9771,83,1,115 111 122 73 91 99 110 121 106 112
9772,84,1,111 122 73 91 99 110 121 106 112 83
9773,75,1,122 73 91 99 110 121 106 112 83 84
9774,79,1,73 91 99 110 121 106 112 83 84 75
9775,91,1,91 99 110 121 106 112 83 84 75 79
9776,126,1,99 110 121 106 112 83 84 75 79 91
9777,83,1,110 121 106 112 83 84 75 79 91 126
9778,71,1,121 106 112 83 84 75 79 91 126 83
9779,142,1,106 112 83 84 75 79 91 126 83 71
9780,112,1,112 83 84 75 79 91 126 83 71 142
9781,124,1,83 84 75 79 91 126 83 71 142 112
9782,110,1,84 75 79 91 126 83 71 142 112 124
9783,121,1,75 79 91 126 83 71 142 112 124 110
9784,132,1,79 91 126 83 71 142 112 124 110 121
9785,81,1,91 126 83 71 142 112 124 110 121 132
9786,82,1,126 83 71 142 112 124 110 121 132 81
9787,95,1,83 71 142 112 124 110 121 132 81 82
9788,94,1,71 142 112 124 110 121 132 81 82 95
9789,93,1,142 112 124 110 121 132 81 82 95 94
9790,80,1,112 124 110 121 132 81 82 95 94 93
9791,85,1,124 110 121 132 81 82 95 94 93 80
9792,86,1,110 121 132 81 82 95 94 93 80 85
9793,76,1,121 132 81 82 95 94 93 80 85 86
9794,81,1,132 81 82 95 94 93 80 85 86 76
9795,282,1,81 82 95 94 93 80 85 86 76 81
9796,209,1,82 95 94 93 80 85 86 76 81 282
9797,90,1,95 94 93 80 85 86 76 81 282 209
9798,71,1,94 93 80 85 86 76 81 282 209 90
9799,74,1,93 80 85 86 76 81 282 209 90 71
9800,82,1,80 85 86 76 81 282 209 90 71 74
9801,65,1,85 86 76 81 282 209 90 71 74 82
9802,63,1,86 76 81 282 209 90 71 74 82 65
9803,64,1,76 81 282 209 90 71 74 82 65 63
9804,60,1,81 282 209 90 71 74 82 65 63 64
9805,82,1,282 209 90 71 74 82 65 63 64 60
9806,72,1,209 90 71 74 82 65 63 64 60 82
9807,68,1,90 71 74 82 65 63 64 60 82 72
9808,61,1,71 74 82 65 63 64 60 82 72 68
9809,39,1,74 82 65 63 64 60 82 72 68 61
9810,67,1,82 65 63 64 60 82 72 68 61 39
9811,66,1,65 63 64 60 82 72 68 61 39 67
9812,90,1,63 64 60 82 72 68 61 39 67 66
9813,68,1,64 60 82 72 68 61 39 67 66 90
9814,84,1,60 82 72 68 61 39 67 66 90 68
9815,89,1,82 72 68 61 39 67 66 90 68 84
9816,111,1,72 68 61 39 67 66 90 68 84 89
9817,65,1,68 61 39 67 66 90 68 84 89 111
9818,47,1,61 39 67 66 90 68 84 89 111 65
9819,83,1,39 67 66 90 68 84 89 111 65 47
9820,93,1,67 66 90 68 84 89 111 65 47 83
9821,75,1,66 90 68 84 89 111 65 47 83 93
9822,75,1,90 68 84 89 111 65 47 83 93 75
9823,73,1,68 84 89 111 65 47 83 93 75 75
9824,75,1,84 89 111 65 47 83 93 75 75 73
9825,57,1,89 111 65 47 83 93 75 75 73 75
9826,41,1,111 65 47 83 93 75 75 73 75 57
9827,54,1,65 47 83 93 75 75 73 75 57 41
9828,65,1,47 83 93 75 75 73 75 57 41 54
9829,53,1,83 93 75 75 73 75 57 41 54 65
9830,84,1,93 75 75 73 75 57 41 54 65 53
9831,57,1,75 75 73 75 57 41 54 65 53 84
9832,70,1,75 73 75 57 41 54 65 53 84 57
9833,71,1,73 75 57 41 54 65 53 84 57 70
9834,86,1,75 57 41 54 65 53 84 57 70 71
9835,44,1,57 41 54 65 53 84 57 70 71 86
9836,49,1,41 54 65 53 84 57 70 71 86 44
9837,53,1,54 65 53 84 57 70 71 86 44 49
9838,47,1,65 53 84 57 70 71 86 44 49 53
9839,51,1,53 84 57 70 71 86 44 49 53 47
9840,73,1,84 57 70 71 86 44 49 53 47 51
9841,41,1,57 70 71 86 44 49 53 47 51 73
9842,45,1,70 71 86 44 49 53 47 51 73 41
9843,60,1,71 86 44 49 53 47 51 73 41 45
9844,61,1,86 44 49 53 47 51 73 41 45 60
9845,66,1,44 49 53 47 51 73 41 45 60 61
9846,65,1,49 53 47 51 73 41 45 60 61 66
9847,90,1,53 47 51 73 41 45 60 61 66 65
9848,64,1,47 51 73 41 45 60 61 66 65 90
9849,64,1,51 73 41 45 60 61 66 65 90 64
9850,47,1,73 41 45 60 61 66 65 90 64 64
9851,45,1,41 45 60 61 66 65 90 64 64 47
9852,48,1,45 60 61 66 65 90 64 64 47 45
9853,60,1,60 61 66 65 90 64 64 47 45 48
9854,51,1,61 66 65 90 64 64 47 45 48 60
9855,53,1,66 65 90 64 64 47 45 48 60 51
9856,46,1,65 90 64 64 47 45 48 60 51 53
9857,60,1,90 64 64 47 45 48 60 51 53 46
9858,57,1,64 64 47 45 48 60 51 53 46 60
9859,66,1,64 47 45 48 60 51 53 46 60 57
9860,64,1,47 45 48 60 51 53 46 60 57 66
9861,47,1,45 48 60 51 53 46 60 57 66 64
9862,41,1,48 60 51 53 46 60 57 66 64 47
9863,43,1,60 51 53 46 60 57 66 64 47 41
9864,47,1,51 53 46 60 57 66 64 47 41 43
9865,42,1,53 46 60 57 66 64 47 41 43 47
9866,29,1,46 60 57 66 64 47 41 43 47 42
9867,25,1,60 57 66 64 47 41 43 47 42 29
9868,33,1,57 66 64 47 41 43 47 42 29 25
9869,37,1,66 64 47 41 43 47 42 29 25 33
9870,52,1,64 47 41 43 47 42 29 25 33 37
9871,35,1,47 41 43 47 42 29 25 33 37 52
9872,30,1,41 43 47 42 29 25 33 37 52 35
9873,34,1,43 47 42 29 25 33 37 52 35 30
9874,37,1,47 42 29 25 33 37 52 35 30 34
9875,36,1,42 29 25 33 37 52 35 30 34 37
9876,20,1,29 25 33 37 52 35 30 34 37 36
9877,16,1,25 33 37 52 35 30 34 37 36 20
9878,17,1,33 37 52 35 30 34 37 36 20 16
9879,42,1,37 52 35 30 34 37 36 20 16 17
9880,62,1,52 35 30 34 37 36 20 16 17 42
9881,65,1,35 30 34 37 36 20 16 17 42 62
9882,58,1,30 34 37 36 20 16 17 42 62 65
9883,31,1,34 37 36 20 16 17 42 62 65 58
9884,33,1,37 36 20 16 17 42 62 65 58 31
9885,33,1,36 20 16 17 42 62 65 58 31 33
9886,32,1,20 16 17 42 62 65 58 31 33 33
9887,27,1,16 17 42 62 65 58 31 33 33 32
9888,27,1,17 42 62 65 58 31 33 33 32 27
9889,31,1,42 62 65 58 31 33 33 32 27 27
9890,26,1,62 65 58 31 33 33 32 27 27 31
9891,27,1,65 58 31 33 33 32 27 27 31 26
9892,28,1,58 31 33 33 32 27 27 31 26 27
9893,33,1,31 33 33 32 27 27 31 26 27 28
9894,38,1,33 33 32 27 27 31 26 27 28 33
9895,29,1,33 32 27 27 31 26 27 28 33 38
9896,27,1,32 27 27 31 26 27 28 33 38 29
9897,27,1,27 27 31 26 27 28 33 38 29 27
9898,28,1,27 31 26 27 28 33 38 29 27 27
9899,27,1,31 26 27 28 33 38 29 27 27 28
9900,28,1,26 27 28 33 38 29 27 27 28 27
9901,32,1,27 28 33 38 29 27 27 28 27 28
9902,35,1,28 33 38 29 27 27 28 27 28 32
9903,24,1,33 38 29 27 27 28 27 28 32 35
9904,41,1,38 29 27 27 28 27 28 32 35 24
9905,23,1,29 27 27 28 27 28 32 35 24 41
9906,44,1,27 27 28 27 28 32 35 24 41 23
9907,33,1,27 28 27 28 32 35 24 41 23 44
9908,29,1,28 27 28 32 35 24 41 23 44 33
9909,29,1,27 28 32 35 24 41 23 44 33 29
9910,34,1,28 32 35 24 41 23 44 33 29 29
9911,26,1,32 35 24 41 23 44 33 29 29 34
9912,21,1,35 24 41 23 44 33 29 29 34 26
9913,21,1,24 41 23 44 33 29 29 34 26 21
9914,32,1,41 23 44 33 29 29 34 26 21 21
9915,30,1,23 44 33 29 29 34 26 21 21 32
9916,27,1,44 33 29 29 34 26 21 21 32 30
9917,29,1,33 29 29 34 26 21 21 32 30 27
9918,22,1,29 29 34 26 21 21 32 30 27 29
9919,36,1,29 34 26 21 21 32 30 27 29 22
9920,28,1,34 26 21 21 32 30 27 29 22 36
